year,month,yday,site,ipa,species,total,rest_yr,rest_age,veg,X100m,X500m,X1.2km
2022,8,224,DOK,Natural,Chinook,1,2013,0,Absent,100,58.12,56.83
2022,8,224,DOK,Restored,Chinook,0,2013,9,Absent,100,58.12,56.83
2022,8,224,SHR,Armored,Chinook,2,2014,0,Present,100,70.26,73.25
2022,8,224,SHR,Natural,Chinook,0,2014,0,Present,100,70.26,73.25
2022,8,224,SHR,Restored,Chinook,1,2014,8,Present,100,70.26,73.25
2022,8,227,FAM,Armored,Chinook,0,2015,0,Absent,14.98,5.2,10.55
2022,8,227,FAM,Natural,Chinook,0,2015,0,Absent,14.98,5.2,10.55
2022,8,227,FAM,Restored,Chinook,0,2015,7,Absent,14.98,5.2,10.55
2022,8,227,TUR,Armored,Chinook,0,2015,0,Present,0,17.13,13.79
2022,8,227,TUR,Natural,Chinook,0,2015,0,Present,0,17.13,13.79
2022,8,227,TUR,Restored,Chinook,0,2015,7,Present,0,17.13,13.79
2022,8,228,COR,Armored,Chinook,1,2012,0,Present,0,0,5.8
2022,8,228,COR,Natural,Chinook,0,2012,0,Present,0,0,5.8
2022,8,228,COR,Restored,Chinook,12,2012,10,Present,0,0,5.8
2022,9,251,EDG,Armored,Chinook,0,2016,0,Absent,80.8,60.5,41.99
2022,9,251,EDG,Natural,Chinook,0,2016,0,Absent,80.8,60.5,41.99
2022,9,255,COR,Armored,Chinook,0,2012,0,Present,0,0,5.8
2022,9,255,COR,Natural,Chinook,1,2012,0,Present,0,0,5.8
2022,9,255,COR,Restored,Chinook,0,2012,10,Present,0,0,5.8
2022,9,255,FAM,Armored,Chinook,0,2015,0,Absent,14.98,5.2,10.55
2022,9,255,FAM,Natural,Chinook,0,2015,0,Absent,14.98,5.2,10.55
2022,9,255,FAM,Restored,Chinook,0,2015,7,Absent,14.98,5.2,10.55
2022,9,255,TUR,Armored,Chinook,0,2015,0,Present,0,17.13,13.79
2022,9,255,TUR,Natural,Chinook,0,2015,0,Present,0,17.13,13.79
2022,9,255,TUR,Restored,Chinook,0,2015,7,Present,0,17.13,13.79
2022,9,266,DOK,Armored,Chinook,0,2013,0,Absent,100,58.12,56.83
2022,9,266,DOK,Natural,Chinook,0,2013,0,Absent,100,58.12,56.83
2022,9,266,DOK,Restored,Chinook,0,2013,9,Absent,100,58.12,56.83
2022,9,266,SHR,Armored,Chinook,0,2014,0,Present,100,70.26,73.25
2022,9,266,SHR,Natural,Chinook,0,2014,0,Present,100,70.26,73.25
2022,9,266,SHR,Restored,Chinook,0,2014,8,Present,100,70.26,73.25
